S.N,Region,Zone,Woreda,ADM3_PCODE,Population,Reporting_period,1_EBS_PPV_Num,1_EBS_PPV_Denom,2_EBS_DETECT_Num,2_EBS_DETECT_Denom,3_DETECT_7D_Num,3_DETECT_7D_Denom,4_RPT_TIMELY_Num,4_RPT_TIMELY_Denom,5_RPT_COMPLETE_Num,5_RPT_COMPLETE_Denom,6_CB_ELIM_Num,6_CB_ELIM_Denom,7_CB_EVENTS_Num,7_CB_EVENTS_Denom,8_NOTIFY_24H_Num,8_NOTIFY_24H_Denom,9_NOTIFY_30M_Num,9_NOTIFY_30M_Denom,10_LINEGRAPH_Num,10_LINEGRAPH_Denom,11_OBR_ANALYZED_Num,11_OBR_ANALYZED_Denom,12_LAB_7D_Num,12_LAB_7D_Denom,13_RESP_2448_Num,13_RESP_2448_Denom,14_ATTACK_RATE_Num,14_ATTACK_RATE_Denom,15_CFR_Num,15_CFR_Denom,16_EPI_DETECT_REG_Num,16_EPI_DETECT_REG_Denom,17_EPRP_PLAN_Num,17_EPRP_PLAN_Denom,18_RISK_MAP_Num,18_RISK_MAP_Denom,19_EPR_FUNDS_Num,19_EPR_FUNDS_Denom,20_CONTINGENCY_Num,20_CONTINGENCY_Denom,21_PHEM_OFFICER_Num,21_PHEM_OFFICER_Denom,22_DHIS2_RPT_Num,22_DHIS2_RPT_Denom,23_COORD_PLATFORM_Num,23_COORD_PLATFORM_Denom
894,South West Ethiopia,Kefa,Gewata,ET110203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,South West Ethiopia,Kefa,Gimbo,ET110204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,South West Ethiopia,Kefa,Goba (SP),ET110212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,South West Ethiopia,Kefa,Saylem,ET110201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,South West Ethiopia,Kefa,Shisho Ande,ET110213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,South West Ethiopia,Kefa,Tullo,ET110206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,South West Ethiopia,Kefa,Wacha,ET110214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,South West Ethiopia,Konta Special,Konta,ET110601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,South West Ethiopia,Mirab Omo,Bero,ET110505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,South West Ethiopia,Mirab Omo,Gachit,ET110501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,South West Ethiopia,Mirab Omo,Gori Gesha,ET110503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,South West Ethiopia,Mirab Omo,Maji,ET110507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,South West Ethiopia,Mirab Omo,Menit Goldiye,ET110502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,South West Ethiopia,Mirab Omo,Menit Shasha,ET110504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,South West Ethiopia,Mirab Omo,Surma,ET110506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,South West Ethiopia,Sheka,Anderacha,ET110101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,South West Ethiopia,Sheka,Masha,ET110102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,South West Ethiopia,Sheka,Masha town,ET110105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,South West Ethiopia,Sheka,Tepi,ET110104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,South West Ethiopia,Sheka,Yeki,ET110103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Southern Ethiopi,Alle,Alle Special,ET071205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Southern Ethiopi,Amaro,Amaro,ET072102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Southern Ethiopi,Basketo,Basketo SP Woreda,ET071601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Southern Ethiopi,Burji,Burji Special,ET072203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Southern Ethiopi,Derashe,Derashe Special,ET072304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Southern Ethiopi,Gamo,Arba Minch Zuria,ET071015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Southern Ethiopi,Gamo,Arba Minch town,ET071021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Southern Ethiopi,Gamo,Bonke,ET071014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Southern Ethiopi,Gamo,Boreda,ET071004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Southern Ethiopi,Gamo,Chencha,ET071010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Southern Ethiopi,Gamo,Chencha Zuriya,ET071006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Southern Ethiopi,Gamo,Daramalo,ET071009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Southern Ethiopi,Gamo,Dita,ET071008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Southern Ethiopi,Gamo,Ezo /Kogota,ET071007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Southern Ethiopi,Gamo,Gacho Baba,ET071016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Southern Ethiopi,Gamo,Garda Marta,ET071018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Southern Ethiopi,Gamo,Gerese,ET071013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Southern Ethiopi,Gamo,Kemba,ET071011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Southern Ethiopi,Gamo,Kemba town,ET071012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Southern Ethiopi,Gamo,Kucha,ET071019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Southern Ethiopi,Gamo,Kucha Alpha,ET071017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Southern Ethiopi,Gamo,Mirab Abaya,ET071005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Southern Ethiopi,Gamo,Selamber town,ET071003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Southern Ethiopi,Gedeo,Bule,ET070504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Southern Ethiopi,Gedeo,Chelelektu town,ET070508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Southern Ethiopi,Gedeo,Churso,ET070510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Southern Ethiopi,Gedeo,Dila Zuria,ET070505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Southern Ethiopi,Gedeo,Dila town,ET070507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Southern Ethiopi,Gedeo,Gedeb,ET070506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Southern Ethiopi,Gedeo,Gedeb town,ET070511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Southern Ethiopi,Gedeo,Kochere,ET070503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Southern Ethiopi,Gedeo,Rape,ET070509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Southern Ethiopi,Gedeo,Wenago,ET070501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Southern Ethiopi,Gedeo,Yirgachefe,ET070502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Southern Ethiopi,Gedeo,Yirgachefe town,ET070512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Southern Ethiopi,Gofa,Bulike town,ET071508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Southern Ethiopi,Gofa,Denba Gofa,ET071502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Southern Ethiopi,Gofa,Gezei Gofa,ET071505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Southern Ethiopi,Gofa,Melekoza,ET071501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Southern Ethiopi,Gofa,Melo Gada,ET071509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Southern Ethiopi,Gofa,O'yida,ET071506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Southern Ethiopi,Gofa,Sawla town,ET071507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Southern Ethiopi,Gofa,Uba Debre Tsehay,ET071504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Southern Ethiopi,Gofa,Zala,ET071503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Southern Ethiopi,Konso,Karat Zuria,ET071303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Southern Ethiopi,Konso,Karat town,ET071301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Southern Ethiopi,Konso,Kena,ET071304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Southern Ethiopi,Konso,Segen Zuria,ET071302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Southern Ethiopi,South Omo,Bena Tsemay,ET070705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Southern Ethiopi,South Omo,Boko Dawula,ET070710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Southern Ethiopi,South Omo,Dasenech /Kuraz,ET070706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Southern Ethiopi,South Omo,Hamer,ET070704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Southern Ethiopi,South Omo,Jinka town,ET070709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Southern Ethiopi,South Omo,Malie,ET070707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Southern Ethiopi,South Omo,North Ari,ET070703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Southern Ethiopi,South Omo,Nyngatom,ET070708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Southern Ethiopi,South Omo,Salamago,ET070701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Southern Ethiopi,South Omo,South Ari,ET070702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Southern Ethiopi,South Omo,Wub Ari,ET070711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Southern Ethiopi,Wolayita,Abela Abaya,ET070621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Southern Ethiopi,Wolayita,Areka town,ET070614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Southern Ethiopi,Wolayita,Bayera Koisha,ET070622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Southern Ethiopi,Wolayita,Boditi town,ET070615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Southern Ethiopi,Wolayita,Boloso Bombe,ET070608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Southern Ethiopi,Wolayita,Boloso Sore,ET070601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Southern Ethiopi,Wolayita,Damot Gale,ET070602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Southern Ethiopi,Wolayita,Damot Pullasa,ET070611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Southern Ethiopi,Wolayita,Damot Sore,ET070609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Southern Ethiopi,Wolayita,Damot Woide,ET070603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Southern Ethiopi,Wolayita,Duguna Fango,ET070612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Southern Ethiopi,Wolayita,Gesuba town,ET070617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Southern Ethiopi,Wolayita,Gununo Hamus town,ET070618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Southern Ethiopi,Wolayita,Hobicha Abaya,ET070619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Southern Ethiopi,Wolayita,Humbo,ET070604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Southern Ethiopi,Wolayita,Kawo Koisha,ET070620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Southern Ethiopi,Wolayita,Kindo Daddaye,ET070610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Southern Ethiopi,Wolayita,Kindo Koyesha,ET070606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Southern Ethiopi,Wolayita,Ofa,ET070607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Southern Ethiopi,Wolayita,Sodo Town,ET070613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Southern Ethiopi,Wolayita,Sodo Zuria,ET070605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Southern Ethiopi,Wolayita,Tebela town,ET070616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Tigray,Central,Abergele (TG),ET010210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Tigray,Central,Abi Adi town,ET010211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Tigray,Central,Adet,ET010207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Tigray,Central,Adwa,ET010204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Tigray,Central,Adwa town,ET010212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Tigray,Central,Aheferom,ET010202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Tigray,Central,Ahsea,ET010215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Tigray,Central,Axum town,ET010213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Tigray,Central,Chila,ET010201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Tigray,Central,Edaga arbi,ET010203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Tigray,Central,Egela,ET010216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Tigray,Central,Emba Sieneti,ET010219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Tigray,Central,Endafelasi,ET010218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Tigray,Central,Enticho town,ET010220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Tigray,Central,Hahayle,ET010217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Tigray,Central,Keyhe tekli,ET010221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Tigray,Central,Kola Temben,ET010208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Tigray,Central,Laelay Maychew,ET010205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Tigray,Central,Naeder,ET010209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Tigray,Central,Rama,ET010214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Tigray,Central,Tahtay Mayechew,ET010206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Tigray,Central,Tanqua Melashe,ET010222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Tigray,Eastern,Adigrat town,ET010308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Tigray,Eastern,Agulae,ET010316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Tigray,Eastern,Atsbi,ET010307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Tigray,Eastern,Atsbi town,ET010315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Tigray,Eastern,Bizet,ET010310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Tigray,Eastern,Edaga Hamus town,ET010311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Tigray,Eastern,Erob,ET010302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Tigray,Eastern,Freweyni town,ET010313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Tigray,Eastern,Ganta Afeshum,ET010304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Tigray,Eastern,Geraleta,ET010317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Tigray,Eastern,Gulo Mekeda,ET010301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Tigray,Eastern,Hawzen,ET010305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Tigray,Eastern,Hawzen town,ET010312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Tigray,Eastern,Kelete Awelallo,ET010306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Tigray,Eastern,Saesie,ET010303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Tigray,Eastern,Tsaeda Emba,ET010314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Tigray,Eastern,Wukro town,ET010309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Tigray,Eastern,Zala Anbesa town,ET010318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Tigray,Mekelle,Mekelle,ET010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Tigray,North Western,Adi Daero,ET010111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Tigray,North Western,Adi Hageray,ET010112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Tigray,North Western,Asgede,ET010105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Tigray,North Western,Dima (TG),ET010115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Tigray,North Western,Endabaguna town,ET010114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Tigray,North Western,Indasilassie town,ET010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Tigray,North Western,Laelay Adiabo,ET010102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Tigray,North Western,May Tsebri town,ET010116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Tigray,North Western,Selekleka,ET010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Tigray,North Western,Seyemti Adyabo,ET010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Tigray,North Western,Sheraro town,ET010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Tigray,North Western,Tahtay Adiyabo,ET010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Tigray,North Western,Tahtay Koraro,ET010104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Tigray,North Western,Tselemti,ET010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Tigray,North Western,Tsimbla,ET010113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Tigray,North Western,Zana,ET010103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Tigray,South Eastern,Adigudom,ET010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Tigray,South Eastern,Degua Temben,ET010604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Tigray,South Eastern,Enderta,ET010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Tigray,South Eastern,Hagere Selam town,ET010605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Tigray,South Eastern,Hintalo,ET010603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Tigray,South Eastern,Saharti,ET010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Tigray,South Eastern,Samre,ET010606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Tigray,South Eastern,Wajirat,ET010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Tigray,Southern,Alamata town,ET010411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Tigray,Southern,Bora (TG),ET010402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Tigray,Southern,Chercher,ET010414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Tigray,Southern,Emba Alaje,ET010404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Tigray,Southern,Endamehoni,ET010405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Tigray,Southern,Korem town,ET010410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Tigray,Southern,Maichew town,ET010409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Tigray,Southern,Mekhoni town,ET010412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Tigray,Southern,Neqsege,ET010403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Tigray,Southern,Ofla,ET010408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Tigray,Southern,Raya Alamata,ET010407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
